TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Winter 2018-19,CD,404,6,Elmhurst and Corona (CD4),17.0,18.9,17.9
Winter 2018-19,CD,405,6,Ridgewood and Maspeth (CD5),16.1,37.6,23.0
Winter 2018-19,CD,406,6,Rego Park and Forest Hills (CD6),15.8,18.2,16.8
Winter 2018-19,CD,407,6,Flushing and Whitestone (CD7),15.8,24.4,18.6
Winter 2018-19,CD,408,6,Hillcrest and Fresh Meadows (CD8),15.8,17.7,16.7
Winter 2018-19,CD,409,6,Kew Gardens and Woodhaven (CD9),16.2,18.8,17.4
Winter 2018-19,CD,410,6,South Ozone Park and Howard Beach (CD10),14.7,16.7,15.7
Winter 2018-19,CD,411,6,Bayside and Little Neck (CD11),15.6,17.1,16.3
Winter 2018-19,CD,412,6,Jamaica and Hollis (CD12),15.5,19.9,17.2
Winter 2018-19,CD,413,6,Queens Village (CD13),15.1,17.4,16.1
Winter 2018-19,CD,414,6,Rockaway and Broad Channel (CD14),11.9,13.9,13.1
Winter 2018-19,CD,501,6,St. George and Stapleton (CD1),11.8,14.3,13.1
Winter 2018-19,CD,502,6,South Beach and Willowbrook (CD2),10.4,12.8,11.4
Winter 2018-19,CD,503,6,Tottenville and Great Kills (CD3),8.8,11.2,10.6
Winter 2018-19,UHF42,101,4,Kingsbridge - Riverdale,14.5,18.8,16.0
Winter 2018-19,UHF42,102,4,Northeast Bronx,15.2,18.0,16.3
Winter 2018-19,UHF42,103,4,Fordham - Bronx Pk,15.1,19.7,17.3
Winter 2018-19,UHF42,104,4,Pelham - Throgs Neck,15.6,19.7,17.5
Winter 2018-19,UHF42,105,4,Crotona -Tremont,17.9,21.6,19.7
Winter 2018-19,UHF42,106,4,High Bridge - Morrisania,19.0,21.8,20.3
Winter 2018-19,UHF42,107,4,Hunts Point - Mott Haven,17.9,34.7,24.6
Winter 2018-19,UHF42,201,4,Greenpoint,21.0,47.3,31.5
Winter 2018-19,UHF42,202,4,Downtown - Heights - Slope,18.3,26.9,21.9
Winter 2018-19,UHF42,203,4,Bedford Stuyvesant - Crown Heights,17.3,21.0,19.0
Winter 2018-19,UHF42,204,4,East New York,16.3,21.4,18.7
Winter 2018-19,UHF42,205,4,Sunset Park,15.4,29.4,21.2
Winter 2018-19,UHF42,206,4,Borough Park,14.2,16.4,15.3
Winter 2018-19,UHF42,207,4,East Flatbush - Flatbush,14.9,18.0,16.3
Winter 2018-19,UHF42,208,4,Canarsie - Flatlands,13.3,20.4,15.9
Winter 2018-19,UHF42,209,4,Bensonhurst - Bay Ridge,13.6,15.2,14.2
Winter 2018-19,UHF42,210,4,Coney Island - Sheepshead Bay,13.1,14.5,13.8
Winter 2018-19,UHF42,211,4,Williamsburg - Bushwick,17.7,43.7,26.3
Winter 2018-19,UHF42,301,4,Washington Heights,16.8,22.7,19.5
Winter 2018-19,UHF42,302,4,Central Harlem - Morningside Heights,19.2,22.8,20.4
Winter 2018-19,UHF42,303,4,East Harlem,19.0,22.4,20.6
Winter 2018-19,UHF42,304,4,Upper West Side,19.2,23.4,21.2
Winter 2018-19,UHF42,305,4,Upper East Side,20.6,25.8,23.4
Winter 2018-19,UHF42,306,4,Chelsea - Clinton,20.0,28.4,24.2
Winter 2018-19,UHF42,307,4,Gramercy Park - Murray Hill,20.3,26.6,23.2
Winter 2018-19,UHF42,308,4,Greenwich Village - SoHo,20.1,25.6,22.8
Winter 2018-19,UHF42,309,4,Union Square - Lower East Side,18.9,25.2,21.4
Winter 2018-19,UHF42,310,4,Lower Manhattan,20.0,23.3,21.7
Winter 2018-19,UHF42,401,4,Long Island City - Astoria,18.3,41.3,25.7
Winter 2018-19,UHF42,402,4,West Queens,16.6,39.8,23.3
Winter 2018-19,UHF42,403,4,Flushing - Clearview,15.8,24.1,18.4
Winter 2018-19,UHF42,404,4,Bayside - Little Neck,15.6,17.2,16.3
Winter 2018-19,UHF42,405,4,Ridgewood - Forest Hills,15.9,20.0,18.4
Winter 2018-19,UHF42,406,4,Fresh Meadows,15.7,17.7,16.7
Winter 2018-19,UHF42,407,4,Southwest Queens,14.9,17.9,16.3
Winter 2018-19,UHF42,408,4,Jamaica,15.6,19.7,17.1
Winter 2018-19,UHF42,409,4,Southeast Queens,15.1,17.0,16.0
Winter 2018-19,UHF42,410,4,Rockaways,12.0,13.9,13.1
Winter 2018-19,UHF42,501,4,Port Richmond,12.0,14.5,13.4
Winter 2018-19,UHF42,502,4,Stapleton - St. George,11.5,13.9,12.7
Winter 2018-19,UHF42,503,4,Willowbrook,10.4,12.8,11.4
Winter 2018-19,UHF42,504,4,South Beach - Tottenville,8.8,11.5,10.6
Winter 2018-19,UHF34,101,3,Kingsbridge - Riverdale,14.5,18.8,16.0
Winter 2018-19,UHF34,102,3,Northeast Bronx,15.2,18.0,16.3
Winter 2018-19,UHF34,103,3,Fordham - Bronx Pk,15.1,19.7,17.3
Winter 2018-19,UHF34,104,3,Pelham - Throgs Neck,15.6,19.7,17.5
Winter 2018-19,UHF34,201,3,Greenpoint,21.0,47.3,31.5
Winter 2018-19,UHF34,202,3,Downtown - Heights - Slope,18.3,26.9,21.9
Winter 2018-19,UHF34,203,3,Bedford Stuyvesant - Crown Heights,17.3,21.0,19.0
Winter 2018-19,UHF34,204,3,East New York,16.3,21.4,18.7
Winter 2018-19,UHF34,205,3,Sunset Park,15.4,29.4,21.2
Winter 2018-19,UHF34,206,3,Borough Park,14.2,16.4,15.3
Winter 2018-19,UHF34,207,3,East Flatbush - Flatbush,14.9,18.0,16.3
Winter 2018-19,UHF34,208,3,Canarsie - Flatlands,13.3,20.4,15.9
Winter 2018-19,UHF34,209,3,Bensonhurst - Bay Ridge,13.6,15.2,14.2
Winter 2018-19,UHF34,210,3,Coney Island - Sheepshead Bay,13.1,14.5,13.8
Winter 2018-19,UHF34,211,3,Williamsburg - Bushwick,17.7,43.7,26.3
Winter 2018-19,UHF34,301,3,Washington Heights,16.8,22.7,19.5
Winter 2018-19,UHF34,302,3,Central Harlem - Morningside Heights,19.2,22.8,20.4
Winter 2018-19,UHF34,303,3,East Harlem,19.0,22.4,20.6
Winter 2018-19,UHF34,304,3,Upper West Side,19.2,23.4,21.2
Winter 2018-19,UHF34,401,3,Long Island City - Astoria,18.3,41.3,25.7
Winter 2018-19,UHF34,402,3,West Queens,16.6,39.8,23.3
Winter 2018-19,UHF34,403,3,Flushing - Clearview,15.8,24.1,18.4
Winter 2018-19,UHF34,405,3,Ridgewood - Forest Hills,15.9,20.0,18.4
Winter 2018-19,UHF34,407,3,Southwest Queens,14.9,17.9,16.3
Winter 2018-19,UHF34,408,3,Jamaica,15.6,19.7,17.1
Winter 2018-19,UHF34,409,3,Southeast Queens,15.1,17.0,16.0
Winter 2018-19,UHF34,410,3,Rockaways,12.0,13.9,13.1
Winter 2018-19,UHF34,305307,3,Upper East Side-Gramercy,20.5,26.2,23.3
Winter 2018-19,UHF34,306308,3,Chelsea-Village  ,20.1,28.0,23.7
Winter 2018-19,UHF34,309310,3,Union Square-Lower Manhattan,19.0,24.3,21.5
Winter 2018-19,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,15.6,17.5,16.5
Winter 2018-19,UHF34,501502,3,Northern SI,11.6,14.2,12.9
Winter 2018-19,UHF34,503504,3,Southern SI,9.0,12.4,10.9
Winter 2018-19,UHF34,105106107,3,South Bronx,18.2,29.9,21.9
Winter 2018-19,Borough,1,1,Bronx,15.3,22.0,18.5
Winter 2018-19,Borough,2,1,Brooklyn,13.7,24.3,18.4
Winter 2018-19,Borough,3,1,Manhattan,18.8,25.4,21.7
Winter 2018-19,Borough,4,1,Queens,15.0,21.0,18.1
Winter 2018-19,Borough,5,1,Staten Island,9.2,13.8,11.5
Winter 2018-19,Citywide,1,0,New York City,11.0,22.4,17.1
Annual Average 2018,CD,101,6,Financial District (CD1),17.6,26.9,21.4
Annual Average 2018,CD,102,6,Greenwich Village and Soho (CD2),18.9,33.8,27.2
Annual Average 2018,CD,103,6,Lower East Side and Chinatown (CD3),14.5,29.2,20.9
Annual Average 2018,CD,104,6,Clinton and Chelsea (CD4),14.8,28.9,22.0
Annual Average 2018,CD,105,6,Midtown (CD5),17.8,28.2,23.7
Annual Average 2018,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),14.1,25.4,20.5
Annual Average 2018,CD,107,6,Upper West Side (CD7),14.7,25.1,19.3
Annual Average 2018,CD,108,6,Upper East Side (CD8),12.8,29.0,22.0
Annual Average 2018,CD,109,6,Morningside Heights and Hamilton Heights (CD9),13.1,16.8,15.0
Annual Average 2018,CD,110,6,Central Harlem (CD10),13.8,16.3,15.1
Annual Average 2018,CD,111,6,East Harlem (CD11),13.0,17.7,15.2
Annual Average 2018,CD,112,6,Washington Heights and Inwood (CD12),11.8,21.1,15.8
Annual Average 2018,CD,201,6,Mott Haven and Melrose (CD1),11.9,14.8,13.3
Annual Average 2018,CD,202,6,Hunts Point and Longwood (CD2),10.0,14.9,12.3
Annual Average 2018,CD,203,6,Morrisania and Crotona (CD3),11.5,14.1,12.8
Annual Average 2018,CD,204,6,Highbridge and Concourse (CD4),12.6,15.9,14.4
Annual Average 2018,CD,205,6,Fordham and University Heights (CD5),13.0,16.1,14.8
Annual Average 2018,CD,206,6,Belmont and East Tremont (CD6),12.0,15.4,13.7
Annual Average 2018,CD,207,6,Kingsbridge Heights and Bedford (CD7),12.5,15.8,14.1
Annual Average 2018,CD,208,6,Riverdale and Fieldston (CD8),10.6,14.4,11.9
Annual Average 2018,CD,209,6,Parkchester and Soundview (CD9),9.6,15.7,12.7
Annual Average 2018,CD,210,6,Throgs Neck and Co-op City (CD10),9.3,13.0,11.0
Annual Average 2018,CD,211,6,Morris Park and Bronxdale (CD11),10.1,12.9,11.4
Annual Average 2018,CD,212,6,Williamsbridge and Baychester (CD12),10.3,12.5,11.3
Annual Average 2018,CD,301,6,Greenpoint and Williamsburg (CD1),13.6,20.3,16.3
Annual Average 2018,CD,302,6,Fort Greene and Brooklyn Heights (CD2),15.5,22.0,18.3
Annual Average 2018,CD,303,6,Bedford Stuyvesant (CD3),14.6,17.8,15.9
Annual Average 2018,CD,304,6,Bushwick (CD4),13.8,16.3,15.2
Annual Average 2018,CD,305,6,East New York and Starrett City (CD5),11.9,14.6,13.3
Annual Average 2018,CD,306,6,Park Slope and Carroll Gardens (CD6),13.3,18.0,15.7
Annual Average 2018,CD,307,6,Sunset Park (CD7),12.0,17.8,14.6
Annual Average 2018,CD,308,6,Crown Heights and Prospect Heights (CD8),15.6,18.2,16.7
Annual Average 2018,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),15.4,17.5,16.3
Annual Average 2018,CD,310,6,Bay Ridge and Dyker Heights (CD10),10.1,13.8,11.7
Annual Average 2018,CD,311,6,Bensonhurst (CD11),10.3,12.1,11.2
Annual Average 2018,CD,312,6,Borough Park (CD12),11.6,14.5,12.9
Annual Average 2018,CD,313,6,Coney Island (CD13),8.7,10.8,9.6
Annual Average 2018,CD,314,6,Flatbush and Midwood (CD14),11.8,16.3,13.7
Annual Average 2018,CD,315,6,Sheepshead Bay (CD15),8.9,11.7,10.3
Annual Average 2018,CD,316,6,Brownsville (CD16),13.7,15.7,14.7
Annual Average 2018,CD,317,6,East Flatbush (CD17),12.5,16.4,14.4
Annual Average 2018,CD,318,6,Flatlands and Canarsie (CD18),9.6,13.1,11.4
Annual Average 2018,CD,401,6,Long Island City and Astoria (CD1),10.0,13.8,12.0
Annual Average 2018,CD,402,6,Woodside and Sunnyside (CD2),12.3,15.1,13.7
Annual Average 2018,CD,403,6,Jackson Heights (CD3),10.6,13.9,12.1
Annual Average 2018,CD,404,6,Elmhurst and Corona (CD4),11.8,14.9,13.1
Annual Average 2018,CD,405,6,Ridgewood and Maspeth (CD5),11.8,14.9,13.2
Annual Average 2018,CD,406,6,Rego Park and Forest Hills (CD6),11.8,14.8,13.2
Annual Average 2018,CD,407,6,Flushing and Whitestone (CD7),9.6,13.1,10.9
Annual Average 2018,CD,408,6,Hillcrest and Fresh Meadows (CD8),10.1,12.6,11.3
Annual Average 2018,CD,409,6,Kew Gardens and Woodhaven (CD9),11.7,13.3,12.5
Annual Average 2018,CD,410,6,South Ozone Park and Howard Beach (CD10),10.6,12.7,11.5
Annual Average 2018,CD,411,6,Bayside and Little Neck (CD11),9.2,10.8,9.9
Annual Average 2018,CD,412,6,Jamaica and Hollis (CD12),9.7,12.2,10.7
Annual Average 2018,CD,413,6,Queens Village (CD13),8.7,10.2,9.4
Annual Average 2018,CD,414,6,Rockaway and Broad Channel (CD14),7.5,8.5,7.9
Annual Average 2018,CD,501,6,St. George and Stapleton (CD1),7.9,10.5,9.2
Annual Average 2018,CD,502,6,South Beach and Willowbrook (CD2),6.7,8.8,7.7
Annual Average 2018,CD,503,6,Tottenville and Great Kills (CD3),5.8,7.1,6.4
Annual Average 2018,UHF42,101,4,Kingsbridge - Riverdale,10.5,14.9,12.1
Annual Average 2018,UHF42,102,4,Northeast Bronx,10.1,12.4,11.1
Annual Average 2018,UHF42,103,4,Fordham - Bronx Pk,10.8,15.4,13.0
Annual Average 2018,UHF42,104,4,Pelham - Throgs Neck,9.5,14.4,11.7
Annual Average 2018,UHF42,105,4,Crotona -Tremont,11.8,15.5,13.8
Annual Average 2018,UHF42,106,4,High Bridge - Morrisania,12.4,15.4,14.0
Annual Average 2018,UHF42,107,4,Hunts Point - Mott Haven,10.1,14.6,12.4
Annual Average 2018,UHF42,201,4,Greenpoint,13.3,21.0,16.4
Annual Average 2018,UHF42,202,4,Downtown - Heights - Slope,14.0,20.6,17.0
Annual Average 2018,UHF42,203,4,Bedford Stuyvesant - Crown Heights,14.2,17.2,15.7
Annual Average 2018,UHF42,204,4,East New York,12.2,14.7,13.4
Annual Average 2018,UHF42,205,4,Sunset Park,11.6,17.5,14.1
Annual Average 2018,UHF42,206,4,Borough Park,11.6,14.4,12.8
Annual Average 2018,UHF42,207,4,East Flatbush - Flatbush,12.2,17.1,14.6
Annual Average 2018,UHF42,208,4,Canarsie - Flatlands,9.6,13.4,11.5
Annual Average 2018,UHF42,209,4,Bensonhurst - Bay Ridge,9.7,12.5,11.0
Annual Average 2018,UHF42,210,4,Coney Island - Sheepshead Bay,8.8,11.5,10.2
Annual Average 2018,UHF42,211,4,Williamsburg - Bushwick,14.5,17.2,15.7
Annual Average 2018,UHF42,301,4,Washington Heights,12.1,20.1,15.7
Annual Average 2018,UHF42,302,4,Central Harlem - Morningside Heights,13.4,16.1,14.8
Annual Average 2018,UHF42,303,4,East Harlem,12.9,18.0,15.2
Annual Average 2018,UHF42,304,4,Upper West Side,14.6,24.9,19.2
Annual Average 2018,UHF42,305,4,Upper East Side,12.7,29.1,22.0
Annual Average 2018,UHF42,306,4,Chelsea - Clinton,16.0,29.2,23.2
Annual Average 2018,UHF42,307,4,Gramercy Park - Murray Hill,16.9,27.3,21.7
Annual Average 2018,UHF42,308,4,Greenwich Village - SoHo,18.9,35.3,26.6
Annual Average 2018,UHF42,309,4,Union Square - Lower East Side,14.3,29.4,21.2
Annual Average 2018,UHF42,310,4,Lower Manhattan,17.5,22.4,19.9
Annual Average 2018,UHF42,401,4,Long Island City - Astoria,11.2,14.7,13.0
Annual Average 2018,UHF42,402,4,West Queens,11.3,14.6,12.9
Annual Average 2018,UHF42,403,4,Flushing - Clearview,9.6,12.8,10.8
Annual Average 2018,UHF42,404,4,Bayside - Little Neck,9.2,11.0,10.0
Annual Average 2018,UHF42,405,4,Ridgewood - Forest Hills,11.8,15.0,13.2
Annual Average 2018,UHF42,406,4,Fresh Meadows,10.0,12.3,11.1
Annual Average 2018,UHF42,407,4,Southwest Queens,10.8,13.1,11.9
Annual Average 2018,UHF42,408,4,Jamaica,9.8,12.4,10.8
Annual Average 2018,UHF42,409,4,Southeast Queens,8.7,10.2,9.4
Annual Average 2018,UHF42,410,4,Rockaways,7.5,8.5,8.0
Annual Average 2018,UHF42,501,4,Port Richmond,7.6,9.5,8.6
Annual Average 2018,UHF42,502,4,Stapleton - St. George,7.9,10.6,9.2
Annual Average 2018,UHF42,503,4,Willowbrook,6.7,9.3,7.7
Annual Average 2018,UHF42,504,4,South Beach - Tottenville,5.9,7.4,6.6
Annual Average 2018,UHF34,101,3,Kingsbridge - Riverdale,10.5,14.9,12.1
Annual Average 2018,UHF34,102,3,Northeast Bronx,10.1,12.4,11.1
Annual Average 2018,UHF34,103,3,Fordham - Bronx Pk,10.8,15.4,13.0
Annual Average 2018,UHF34,104,3,Pelham - Throgs Neck,9.5,14.4,11.7
Annual Average 2018,UHF34,201,3,Greenpoint,13.3,21.0,16.4
Annual Average 2018,UHF34,202,3,Downtown - Heights - Slope,14.0,20.6,17.0
Annual Average 2018,UHF34,203,3,Bedford Stuyvesant - Crown Heights,14.2,17.2,15.7
Annual Average 2018,UHF34,204,3,East New York,12.2,14.7,13.4
Annual Average 2018,UHF34,205,3,Sunset Park,11.6,17.5,14.1
Annual Average 2018,UHF34,206,3,Borough Park,11.6,14.4,12.8
Annual Average 2018,UHF34,207,3,East Flatbush - Flatbush,12.2,17.1,14.6
Annual Average 2018,UHF34,208,3,Canarsie - Flatlands,9.6,13.4,11.5
Annual Average 2018,UHF34,209,3,Bensonhurst - Bay Ridge,9.7,12.5,11.0
Annual Average 2018,UHF34,210,3,Coney Island - Sheepshead Bay,8.8,11.5,10.2
Annual Average 2018,UHF34,211,3,Williamsburg - Bushwick,14.5,17.2,15.7
Annual Average 2018,UHF34,301,3,Washington Heights,12.1,20.1,15.7
Annual Average 2018,UHF34,302,3,Central Harlem - Morningside Heights,13.4,16.1,14.8
Annual Average 2018,UHF34,303,3,East Harlem,12.9,18.0,15.2
Annual Average 2018,UHF34,304,3,Upper West Side,14.6,24.9,19.2
Annual Average 2018,UHF34,401,3,Long Island City - Astoria,11.2,14.7,13.0
Annual Average 2018,UHF34,402,3,West Queens,11.3,14.6,12.9
Annual Average 2018,UHF34,403,3,Flushing - Clearview,9.6,12.8,10.8
Annual Average 2018,UHF34,405,3,Ridgewood - Forest Hills,11.8,15.0,13.2
Annual Average 2018,UHF34,407,3,Southwest Queens,10.8,13.1,11.9
Annual Average 2018,UHF34,408,3,Jamaica,9.8,12.4,10.8
Annual Average 2018,UHF34,409,3,Southeast Queens,8.7,10.2,9.4
Annual Average 2018,UHF34,410,3,Rockaways,7.5,8.5,8.0
Annual Average 2018,UHF34,305307,3,Upper East Side-Gramercy,15.9,27.9,21.9
Annual Average 2018,UHF34,306308,3,Chelsea-Village  ,17.0,31.4,24.3
Annual Average 2018,UHF34,309310,3,Union Square-Lower Manhattan,14.6,28.4,20.8
Annual Average 2018,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,9.2,12.0,10.4
Annual Average 2018,UHF34,501502,3,Northern SI,7.8,10.4,9.0
Annual Average 2018,UHF34,503504,3,Southern SI,6.0,8.1,7.0
Annual Average 2018,UHF34,105106107,3,South Bronx,11.0,15.3,13.3
Annual Average 2018,Borough,1,1,Bronx,10.0,14.9,12.3
Annual Average 2018,Borough,2,1,Brooklyn,10.1,17.0,13.5
Annual Average 2018,Borough,3,1,Manhattan,13.6,27.7,19.6
Annual Average 2018,Borough,4,1,Queens,8.9,13.6,11.1
Annual Average 2018,Borough,5,1,Staten Island,6.1,9.6,7.6
Annual Average 2018,Citywide,1,0,New York City,7.2,16.0,11.7
Summer 2018,CD,101,6,Financial District (CD1),9.4,16.8,12.1
Summer 2018,CD,102,6,Greenwich Village and Soho (CD2),11.9,23.6,17.6
Summer 2018,CD,103,6,Lower East Side and Chinatown (CD3),7.9,19.5,13.0
Summer 2018,CD,104,6,Clinton and Chelsea (CD4),8.9,18.8,13.8
Summer 2018,CD,105,6,Midtown (CD5),10.8,17.8,14.8
Summer 2018,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),8.4,15.9,12.6
Summer 2018,CD,107,6,Upper West Side (CD7),8.8,16.7,12.2
Summer 2018,CD,108,6,Upper East Side (CD8),7.4,20.2,14.2
Summer 2018,CD,109,6,Morningside Heights and Hamilton Heights (CD9),7.4,9.8,8.5
Summer 2018,CD,110,6,Central Harlem (CD10),7.7,9.5,8.7
Summer 2018,CD,111,6,East Harlem (CD11),7.6,10.4,8.9
Summer 2018,CD,112,6,Washington Heights and Inwood (CD12),6.0,13.5,9.0
Summer 2018,CD,201,6,Mott Haven and Melrose (CD1),6.8,8.7,7.6
Summer 2018,CD,202,6,Hunts Point and Longwood (CD2),5.8,8.8,7.2
Summer 2018,CD,203,6,Morrisania and Crotona (CD3),6.4,7.9,7.2
Summer 2018,CD,204,6,Highbridge and Concourse (CD4),6.8,8.9,7.9
Summer 2018,CD,205,6,Fordham and University Heights (CD5),7.0,9.0,8.1
Summer 2018,CD,206,6,Belmont and East Tremont (CD6),6.7,8.6,7.7
Summer 2018,CD,207,6,Kingsbridge Heights and Bedford (CD7),6.7,8.4,7.5
Summer 2018,CD,208,6,Riverdale and Fieldston (CD8),5.3,7.6,6.1
Summer 2018,CD,209,6,Parkchester and Soundview (CD9),5.6,9.4,7.4
Summer 2018,CD,210,6,Throgs Neck and Co-op City (CD10),5.6,8.0,6.7
Summer 2018,CD,211,6,Morris Park and Bronxdale (CD11),5.8,7.2,6.4
Summer 2018,CD,212,6,Williamsbridge and Baychester (CD12),5.7,7.0,6.3
Summer 2018,CD,301,6,Greenpoint and Williamsburg (CD1),7.4,11.3,9.0
Summer 2018,CD,302,6,Fort Greene and Brooklyn Heights (CD2),7.9,11.7,9.6
Summer 2018,CD,303,6,Bedford Stuyvesant (CD3),7.3,9.2,8.1
Summer 2018,CD,304,6,Bushwick (CD4),7.0,8.9,7.9
Summer 2018,CD,305,6,East New York and Starrett City (CD5),6.1,7.4,6.8
Summer 2018,CD,306,6,Park Slope and Carroll Gardens (CD6),6.7,9.5,8.2
Summer 2018,CD,307,6,Sunset Park (CD7),6.0,9.6,7.6
Summer 2018,CD,308,6,Crown Heights and Prospect Heights (CD8),7.7,9.5,8.6
Summer 2018,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),7.4,8.8,8.1
Summer 2018,CD,310,6,Bay Ridge and Dyker Heights (CD10),5.2,7.4,6.1
Summer 2018,CD,311,6,Bensonhurst (CD11),5.5,6.4,5.9
Summer 2018,CD,312,6,Borough Park (CD12),6.0,7.3,6.6
Summer 2018,CD,313,6,Coney Island (CD13),4.8,6.0,5.3
Summer 2018,CD,314,6,Flatbush and Midwood (CD14),6.2,8.3,7.0
Summer 2018,CD,315,6,Sheepshead Bay (CD15),5.1,6.3,5.7
Summer 2018,CD,316,6,Brownsville (CD16),6.7,7.9,7.3
Summer 2018,CD,317,6,East Flatbush (CD17),6.2,8.3,7.3
Summer 2018,CD,318,6,Flatlands and Canarsie (CD18),5.4,6.7,6.0
Summer 2018,CD,401,6,Long Island City and Astoria (CD1),5.8,8.5,7.1
Summer 2018,CD,402,6,Woodside and Sunnyside (CD2),7.0,8.9,7.9
Summer 2018,CD,403,6,Jackson Heights (CD3),6.1,8.1,7.0
Summer 2018,CD,404,6,Elmhurst and Corona (CD4),6.6,8.4,7.4
Summer 2018,CD,405,6,Ridgewood and Maspeth (CD5),6.2,8.0,7.0
Summer 2018,CD,406,6,Rego Park and Forest Hills (CD6),6.3,8.2,7.2
Summer 2018,CD,407,6,Flushing and Whitestone (CD7),5.7,7.7,6.5
Summer 2018,CD,408,6,Hillcrest and Fresh Meadows (CD8),6.0,7.3,6.6
Summer 2018,CD,409,6,Kew Gardens and Woodhaven (CD9),6.2,7.3,6.7
Summer 2018,CD,410,6,South Ozone Park and Howard Beach (CD10),5.8,6.9,6.3
Summer 2018,CD,411,6,Bayside and Little Neck (CD11),5.8,6.8,6.2
Summer 2018,CD,412,6,Jamaica and Hollis (CD12),5.8,7.0,6.3
Summer 2018,CD,413,6,Queens Village (CD13),5.6,6.5,6.0
Summer 2018,CD,414,6,Rockaway and Broad Channel (CD14),4.6,5.6,5.2
Summer 2018,CD,501,6,St. George and Stapleton (CD1),3.7,5.3,4.5
Summer 2018,CD,502,6,South Beach and Willowbrook (CD2),3.1,4.4,3.8
Summer 2018,CD,503,6,Tottenville and Great Kills (CD3),2.4,3.4,2.9
Summer 2018,UHF42,101,4,Kingsbridge - Riverdale,5.3,8.0,6.2
Summer 2018,UHF42,102,4,Northeast Bronx,5.7,7.2,6.3
Summer 2018,UHF42,103,4,Fordham - Bronx Pk,5.8,8.3,7.0
Summer 2018,UHF42,104,4,Pelham - Throgs Neck,5.7,8.5,7.0
Summer 2018,UHF42,105,4,Crotona -Tremont,6.6,8.8,7.7
Summer 2018,UHF42,106,4,High Bridge - Morrisania,6.9,8.6,7.8
Summer 2018,UHF42,107,4,Hunts Point - Mott Haven,5.8,8.6,7.2
Summer 2018,UHF42,201,4,Greenpoint,7.4,11.8,9.2
Summer 2018,UHF42,202,4,Downtown - Heights - Slope,7.1,11.2,8.9
Summer 2018,UHF42,203,4,Bedford Stuyvesant - Crown Heights,7.0,8.9,7.9
Summer 2018,UHF42,204,4,East New York,6.2,7.5,6.8
Summer 2018,UHF42,205,4,Sunset Park,5.8,9.4,7.3
Summer 2018,UHF42,206,4,Borough Park,6.0,7.2,6.6
Summer 2018,UHF42,207,4,East Flatbush - Flatbush,6.2,8.6,7.3
Summer 2018,UHF42,208,4,Canarsie - Flatlands,5.4,6.8,6.1
Summer 2018,UHF42,209,4,Bensonhurst - Bay Ridge,5.1,6.6,5.8
Summer 2018,UHF42,210,4,Coney Island - Sheepshead Bay,5.0,6.2,5.6
Summer 2018,UHF42,211,4,Williamsburg - Bushwick,7.4,8.9,8.2
Summer 2018,UHF42,301,4,Washington Heights,6.2,12.4,9.0
Summer 2018,UHF42,302,4,Central Harlem - Morningside Heights,7.6,9.4,8.5
Summer 2018,UHF42,303,4,East Harlem,7.6,10.5,9.0
Summer 2018,UHF42,304,4,Upper West Side,8.6,16.6,12.0
Summer 2018,UHF42,305,4,Upper East Side,7.4,20.3,14.3
Summer 2018,UHF42,306,4,Chelsea - Clinton,9.6,19.0,14.5
Summer 2018,UHF42,307,4,Gramercy Park - Murray Hill,10.4,17.1,13.4
Summer 2018,UHF42,308,4,Greenwich Village - SoHo,11.6,25.6,17.5
Summer 2018,UHF42,309,4,Union Square - Lower East Side,7.8,18.8,13.0
Summer 2018,UHF42,310,4,Lower Manhattan,9.3,11.8,10.6
Summer 2018,UHF42,401,4,Long Island City - Astoria,6.6,8.9,7.8
Summer 2018,UHF42,402,4,West Queens,6.4,8.3,7.3
Summer 2018,UHF42,403,4,Flushing - Clearview,5.7,7.6,6.4
Summer 2018,UHF42,404,4,Bayside - Little Neck,5.8,7.0,6.3
Summer 2018,UHF42,405,4,Ridgewood - Forest Hills,6.2,8.1,7.0
Summer 2018,UHF42,406,4,Fresh Meadows,5.8,7.0,6.4
Summer 2018,UHF42,407,4,Southwest Queens,5.9,7.1,6.4
Summer 2018,UHF42,408,4,Jamaica,5.8,7.1,6.3
Summer 2018,UHF42,409,4,Southeast Queens,5.6,6.5,6.0
Summer 2018,UHF42,410,4,Rockaways,4.7,5.6,5.3
Summer 2018,UHF42,501,4,Port Richmond,3.6,4.7,4.2
Summer 2018,UHF42,502,4,Stapleton - St. George,4.0,5.4,4.7
Summer 2018,UHF42,503,4,Willowbrook,3.1,4.6,3.7
Summer 2018,UHF42,504,4,South Beach - Tottenville,2.5,3.6,3.0
Summer 2018,UHF34,101,3,Kingsbridge - Riverdale,5.3,8.0,6.2
Summer 2018,UHF34,102,3,Northeast Bronx,5.7,7.2,6.3
Summer 2018,UHF34,103,3,Fordham - Bronx Pk,5.8,8.3,7.0
Summer 2018,UHF34,104,3,Pelham - Throgs Neck,5.7,8.5,7.0
