TimePeriod,GeoType,GeoID,GeoRank,Geography,10th percentile ppb,90th percentile ppb,Mean ppb
Annual Average 2015,UHF42,211,4,Williamsburg - Bushwick,17.7,20.6,19.1
Annual Average 2015,UHF42,301,4,Washington Heights,15.3,26.7,21.1
Annual Average 2015,UHF42,302,4,Central Harlem - Morningside Heights,19.1,23.0,21.3
Annual Average 2015,UHF42,303,4,East Harlem,19.7,27.3,23.6
Annual Average 2015,UHF42,304,4,Upper West Side,23.2,37.1,30.0
Annual Average 2015,UHF42,305,4,Upper East Side,21.3,43.8,34.1
Annual Average 2015,UHF42,306,4,Chelsea - Clinton,22.9,43.9,34.3
Annual Average 2015,UHF42,307,4,Gramercy Park - Murray Hill,30.3,46.5,39.2
Annual Average 2015,UHF42,308,4,Greenwich Village - SoHo,25.8,40.0,33.6
Annual Average 2015,UHF42,309,4,Union Square - Lower East Side,19.8,38.3,29.2
Annual Average 2015,UHF42,310,4,Lower Manhattan,23.8,33.0,28.6
Annual Average 2015,UHF42,401,4,Long Island City - Astoria,16.1,22.1,19.1
Annual Average 2015,UHF42,402,4,West Queens,16.2,22.7,19.3
Annual Average 2015,UHF42,403,4,Flushing - Clearview,14.5,21.1,17.1
Annual Average 2015,UHF42,404,4,Bayside - Little Neck,14.7,22.0,17.6
Annual Average 2015,UHF42,405,4,Ridgewood - Forest Hills,15.6,22.7,18.8
Annual Average 2015,UHF42,406,4,Fresh Meadows,15.4,21.4,18.1
Annual Average 2015,UHF42,407,4,Southwest Queens,15.7,21.1,18.0
Annual Average 2015,UHF42,408,4,Jamaica,15.9,20.8,17.9
Annual Average 2015,UHF42,409,4,Southeast Queens,15.5,18.3,16.7
Annual Average 2015,UHF42,410,4,Rockaways,14.2,17.3,16.0
Annual Average 2015,UHF42,501,4,Port Richmond,9.5,13.7,11.8
Annual Average 2015,UHF42,502,4,Stapleton - St. George,11.2,16.3,13.6
Annual Average 2015,UHF42,503,4,Willowbrook,8.5,15.2,11.3
Annual Average 2015,UHF42,504,4,South Beach - Tottenville,7.8,11.9,9.8
Annual Average 2015,UHF34,101,3,Kingsbridge - Riverdale,11.3,22.0,15.1
Annual Average 2015,UHF34,102,3,Northeast Bronx,13.7,21.4,16.6
Annual Average 2015,UHF34,103,3,Fordham - Bronx Pk,13.7,22.5,18.1
Annual Average 2015,UHF34,104,3,Pelham - Throgs Neck,13.8,23.5,18.0
Annual Average 2015,UHF34,201,3,Greenpoint,16.8,26.3,20.9
Annual Average 2015,UHF34,202,3,Downtown - Heights - Slope,16.0,27.3,21.6
Annual Average 2015,UHF34,203,3,Bedford Stuyvesant - Crown Heights,17.4,21.9,19.7
Annual Average 2015,UHF34,204,3,East New York,15.7,22.9,18.9
Annual Average 2015,UHF34,205,3,Sunset Park,13.9,23.6,18.2
Annual Average 2015,UHF34,206,3,Borough Park,16.0,20.1,18.0
Annual Average 2015,UHF34,207,3,East Flatbush - Flatbush,16.4,23.0,19.6
Annual Average 2015,UHF34,208,3,Canarsie - Flatlands,14.8,19.1,16.6
Annual Average 2015,UHF34,209,3,Bensonhurst - Bay Ridge,14.1,20.2,16.8
Annual Average 2015,UHF34,210,3,Coney Island - Sheepshead Bay,14.3,19.0,16.5
Annual Average 2015,UHF34,211,3,Williamsburg - Bushwick,17.7,20.6,19.1
Annual Average 2015,UHF34,301,3,Washington Heights,15.3,26.7,21.1
Annual Average 2015,UHF34,302,3,Central Harlem - Morningside Heights,19.1,23.0,21.3
Annual Average 2015,UHF34,303,3,East Harlem,19.7,27.3,23.6
Annual Average 2015,UHF34,304,3,Upper West Side,23.2,37.1,30.0
Annual Average 2015,UHF34,401,3,Long Island City - Astoria,16.1,22.1,19.1
Annual Average 2015,UHF34,402,3,West Queens,16.2,22.7,19.3
Annual Average 2015,UHF34,403,3,Flushing - Clearview,14.5,21.1,17.1
Annual Average 2015,UHF34,405,3,Ridgewood - Forest Hills,15.6,22.7,18.8
Annual Average 2015,UHF34,407,3,Southwest Queens,15.7,21.1,18.0
Annual Average 2015,UHF34,408,3,Jamaica,15.9,20.8,17.9
Annual Average 2015,UHF34,409,3,Southeast Queens,15.5,18.3,16.7
Annual Average 2015,UHF34,410,3,Rockaways,14.2,17.3,16.0
Annual Average 2015,UHF34,305307,3,Upper East Side-Gramercy,25.3,45.1,36.5
Annual Average 2015,UHF34,306308,3,Chelsea-Village  ,24.1,43.0,34.1
Annual Average 2015,UHF34,309310,3,Union Square-Lower Manhattan,20.4,37.7,29.0
Annual Average 2015,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,14.9,21.8,17.8
Annual Average 2015,UHF34,501502,3,Northern SI,10.5,15.6,13.0
Annual Average 2015,UHF34,503504,3,Southern SI,8.1,12.9,10.4
Annual Average 2015,UHF34,105106107,3,South Bronx,14.8,24.2,19.9
Annual Average 2015,Borough,1,1,Bronx,13.5,23.4,18.1
Annual Average 2015,Borough,2,1,Brooklyn,15.0,22.4,18.5
Annual Average 2015,Borough,3,1,Manhattan,19.3,40.7,28.9
Annual Average 2015,Borough,4,1,Queens,15.2,21.3,17.8
Annual Average 2015,Borough,5,1,Staten Island,8.3,14.4,11.1
Annual Average 2015,Citywide,1,0,New York City,10.6,23.0,17.5
Summer 2015,CD,101,6,Financial District (CD1),14.8,24.4,19.7
Summer 2015,CD,102,6,Greenwich Village and Soho (CD2),15.1,25.5,21.6
Summer 2015,CD,103,6,Lower East Side and Chinatown (CD3),10.2,24.0,16.5
Summer 2015,CD,104,6,Clinton and Chelsea (CD4),11.8,28.1,20.0
Summer 2015,CD,105,6,Midtown (CD5),24.1,33.8,28.7
Summer 2015,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),14.9,34.5,25.5
Summer 2015,CD,107,6,Upper West Side (CD7),14.2,24.7,19.5
Summer 2015,CD,108,6,Upper East Side (CD8),12.1,30.2,22.4
Summer 2015,CD,109,6,Morningside Heights and Hamilton Heights (CD9),10.0,15.4,12.6
Summer 2015,CD,110,6,Central Harlem (CD10),10.1,12.7,11.5
Summer 2015,CD,111,6,East Harlem (CD11),10.7,17.2,13.9
Summer 2015,CD,112,6,Washington Heights and Inwood (CD12),6.4,18.2,11.9
Summer 2015,CD,201,6,Mott Haven and Melrose (CD1),8.4,14.3,11.0
Summer 2015,CD,202,6,Hunts Point and Longwood (CD2),5.1,15.1,9.6
Summer 2015,CD,203,6,Morrisania and Crotona (CD3),7.6,12.1,9.9
Summer 2015,CD,204,6,Highbridge and Concourse (CD4),10.1,15.9,13.0
Summer 2015,CD,205,6,Fordham and University Heights (CD5),11.0,16.9,13.8
Summer 2015,CD,206,6,Belmont and East Tremont (CD6),8.1,15.4,11.0
Summer 2015,CD,207,6,Kingsbridge Heights and Bedford (CD7),8.5,13.9,11.2
Summer 2015,CD,208,6,Riverdale and Fieldston (CD8),3.4,12.7,6.8
Summer 2015,CD,209,6,Parkchester and Soundview (CD9),5.0,16.1,10.1
Summer 2015,CD,210,6,Throgs Neck and Co-op City (CD10),5.3,15.9,9.6
Summer 2015,CD,211,6,Morris Park and Bronxdale (CD11),5.5,10.8,7.9
Summer 2015,CD,212,6,Williamsbridge and Baychester (CD12),4.8,10.6,7.4
Summer 2015,CD,301,6,Greenpoint and Williamsburg (CD1),7.3,15.5,10.6
Summer 2015,CD,302,6,Fort Greene and Brooklyn Heights (CD2),9.0,19.1,13.7
Summer 2015,CD,303,6,Bedford Stuyvesant (CD3),8.1,12.2,9.8
Summer 2015,CD,304,6,Bushwick (CD4),7.8,9.9,8.8
Summer 2015,CD,305,6,East New York and Starrett City (CD5),6.8,14.0,9.8
Summer 2015,CD,306,6,Park Slope and Carroll Gardens (CD6),6.7,15.2,10.6
Summer 2015,CD,307,6,Sunset Park (CD7),5.9,15.0,10.2
Summer 2015,CD,308,6,Crown Heights and Prospect Heights (CD8),9.2,12.4,10.6
Summer 2015,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),9.0,13.1,11.1
Summer 2015,CD,310,6,Bay Ridge and Dyker Heights (CD10),6.7,14.6,9.8
Summer 2015,CD,311,6,Bensonhurst (CD11),7.8,10.8,9.3
Summer 2015,CD,312,6,Borough Park (CD12),7.8,11.2,9.3
Summer 2015,CD,313,6,Coney Island (CD13),7.1,10.9,8.7
Summer 2015,CD,314,6,Flatbush and Midwood (CD14),9.0,13.7,11.0
Summer 2015,CD,315,6,Sheepshead Bay (CD15),7.8,11.8,9.6
Summer 2015,CD,316,6,Brownsville (CD16),7.9,11.5,9.6
Summer 2015,CD,317,6,East Flatbush (CD17),7.5,13.9,10.5
Summer 2015,CD,318,6,Flatlands and Canarsie (CD18),7.1,10.9,8.6
Summer 2015,CD,401,6,Long Island City and Astoria (CD1),5.0,10.7,8.0
Summer 2015,CD,402,6,Woodside and Sunnyside (CD2),7.7,13.3,10.6
Summer 2015,CD,403,6,Jackson Heights (CD3),6.6,11.5,8.9
Summer 2015,CD,404,6,Elmhurst and Corona (CD4),7.7,14.4,10.6
Summer 2015,CD,405,6,Ridgewood and Maspeth (CD5),6.3,11.3,8.7
Summer 2015,CD,406,6,Rego Park and Forest Hills (CD6),7.9,15.2,11.4
Summer 2015,CD,407,6,Flushing and Whitestone (CD7),5.8,12.4,8.3
Summer 2015,CD,408,6,Hillcrest and Fresh Meadows (CD8),7.4,12.6,9.6
Summer 2015,CD,409,6,Kew Gardens and Woodhaven (CD9),7.6,12.7,9.7
Summer 2015,CD,410,6,South Ozone Park and Howard Beach (CD10),7.0,12.1,9.0
Summer 2015,CD,411,6,Bayside and Little Neck (CD11),6.2,12.7,8.9
Summer 2015,CD,412,6,Jamaica and Hollis (CD12),7.6,12.0,9.5
Summer 2015,CD,413,6,Queens Village (CD13),7.4,10.3,8.7
Summer 2015,CD,414,6,Rockaway and Broad Channel (CD14),7.3,10.0,8.9
Summer 2015,CD,501,6,St. George and Stapleton (CD1),4.9,10.0,7.2
Summer 2015,CD,502,6,South Beach and Willowbrook (CD2),4.5,8.9,6.6
Summer 2015,CD,503,6,Tottenville and Great Kills (CD3),5.2,8.0,6.5
Summer 2015,UHF42,101,4,Kingsbridge - Riverdale,3.4,13.6,7.0
Summer 2015,UHF42,102,4,Northeast Bronx,5.3,12.9,8.2
Summer 2015,UHF42,103,4,Fordham - Bronx Pk,5.5,13.2,9.3
Summer 2015,UHF42,104,4,Pelham - Throgs Neck,5.2,14.9,9.3
Summer 2015,UHF42,105,4,Crotona -Tremont,8.4,16.5,12.2
Summer 2015,UHF42,106,4,High Bridge - Morrisania,9.1,15.0,12.1
Summer 2015,UHF42,107,4,Hunts Point - Mott Haven,5.1,14.2,9.5
Summer 2015,UHF42,201,4,Greenpoint,7.4,16.4,11.0
Summer 2015,UHF42,202,4,Downtown - Heights - Slope,7.2,17.4,12.3
Summer 2015,UHF42,203,4,Bedford Stuyvesant - Crown Heights,8.2,12.1,10.1
Summer 2015,UHF42,204,4,East New York,6.9,14.0,9.9
Summer 2015,UHF42,205,4,Sunset Park,5.9,15.0,9.8
Summer 2015,UHF42,206,4,Borough Park,8.1,11.8,9.8
Summer 2015,UHF42,207,4,East Flatbush - Flatbush,8.0,13.8,10.8
Summer 2015,UHF42,208,4,Canarsie - Flatlands,7.0,10.8,8.6
Summer 2015,UHF42,209,4,Bensonhurst - Bay Ridge,7.0,12.5,9.4
Summer 2015,UHF42,210,4,Coney Island - Sheepshead Bay,7.4,11.4,9.3
Summer 2015,UHF42,211,4,Williamsburg - Bushwick,7.9,10.5,9.2
Summer 2015,UHF42,301,4,Washington Heights,7.0,17.2,12.1
Summer 2015,UHF42,302,4,Central Harlem - Morningside Heights,10.0,13.2,11.6
Summer 2015,UHF42,303,4,East Harlem,10.6,17.3,14.1
Summer 2015,UHF42,304,4,Upper West Side,13.8,24.6,19.2
Summer 2015,UHF42,305,4,Upper East Side,12.0,30.1,22.3
Summer 2015,UHF42,306,4,Chelsea - Clinton,13.5,31.4,23.0
Summer 2015,UHF42,307,4,Gramercy Park - Murray Hill,20.0,34.9,28.1
Summer 2015,UHF42,308,4,Greenwich Village - SoHo,15.1,25.4,21.1
Summer 2015,UHF42,309,4,Union Square - Lower East Side,10.3,25.4,17.6
Summer 2015,UHF42,310,4,Lower Manhattan,14.5,23.1,19.0
Summer 2015,UHF42,401,4,Long Island City - Astoria,6.9,12.2,9.3
Summer 2015,UHF42,402,4,West Queens,7.0,13.1,9.9
Summer 2015,UHF42,403,4,Flushing - Clearview,5.8,11.9,8.2
Summer 2015,UHF42,404,4,Bayside - Little Neck,6.2,13.6,9.1
Summer 2015,UHF42,405,4,Ridgewood - Forest Hills,6.5,13.2,9.4
Summer 2015,UHF42,406,4,Fresh Meadows,6.8,12.6,9.3
Summer 2015,UHF42,407,4,Southwest Queens,7.2,12.3,9.3
Summer 2015,UHF42,408,4,Jamaica,7.6,12.2,9.6
Summer 2015,UHF42,409,4,Southeast Queens,7.5,10.2,8.7
Summer 2015,UHF42,410,4,Rockaways,7.5,10.0,8.9
Summer 2015,UHF42,501,4,Port Richmond,4.4,8.0,6.2
Summer 2015,UHF42,502,4,Stapleton - St. George,5.4,10.0,7.5
Summer 2015,UHF42,503,4,Willowbrook,4.4,10.2,6.6
Summer 2015,UHF42,504,4,South Beach - Tottenville,5.2,8.0,6.5
Summer 2015,UHF34,101,3,Kingsbridge - Riverdale,3.4,13.6,7.0
Summer 2015,UHF34,102,3,Northeast Bronx,5.3,12.9,8.2
Summer 2015,UHF34,103,3,Fordham - Bronx Pk,5.5,13.2,9.3
Summer 2015,UHF34,104,3,Pelham - Throgs Neck,5.2,14.9,9.3
Summer 2015,UHF34,201,3,Greenpoint,7.4,16.4,11.0
Summer 2015,UHF34,202,3,Downtown - Heights - Slope,7.2,17.4,12.3
Summer 2015,UHF34,203,3,Bedford Stuyvesant - Crown Heights,8.2,12.1,10.1
Summer 2015,UHF34,204,3,East New York,6.9,14.0,9.9
Summer 2015,UHF34,205,3,Sunset Park,5.9,15.0,9.8
Summer 2015,UHF34,206,3,Borough Park,8.1,11.8,9.8
Summer 2015,UHF34,207,3,East Flatbush - Flatbush,8.0,13.8,10.8
Summer 2015,UHF34,208,3,Canarsie - Flatlands,7.0,10.8,8.6
Summer 2015,UHF34,209,3,Bensonhurst - Bay Ridge,7.0,12.5,9.4
Summer 2015,UHF34,210,3,Coney Island - Sheepshead Bay,7.4,11.4,9.3
Summer 2015,UHF34,211,3,Williamsburg - Bushwick,7.9,10.5,9.2
Summer 2015,UHF34,301,3,Washington Heights,7.0,17.2,12.1
Summer 2015,UHF34,302,3,Central Harlem - Morningside Heights,10.0,13.2,11.6
Summer 2015,UHF34,303,3,East Harlem,10.6,17.3,14.1
Summer 2015,UHF34,304,3,Upper West Side,13.8,24.6,19.2
Summer 2015,UHF34,401,3,Long Island City - Astoria,6.9,12.2,9.3
Summer 2015,UHF34,402,3,West Queens,7.0,13.1,9.9
Summer 2015,UHF34,403,3,Flushing - Clearview,5.8,11.9,8.2
Summer 2015,UHF34,405,3,Ridgewood - Forest Hills,6.5,13.2,9.4
Summer 2015,UHF34,407,3,Southwest Queens,7.2,12.3,9.3
Summer 2015,UHF34,408,3,Jamaica,7.6,12.2,9.6
Summer 2015,UHF34,409,3,Southeast Queens,7.5,10.2,8.7
Summer 2015,UHF34,410,3,Rockaways,7.5,10.0,8.9
Summer 2015,UHF34,305307,3,Upper East Side-Gramercy,15.2,32.8,25.0
Summer 2015,UHF34,306308,3,Chelsea-Village  ,14.3,30.2,22.4
Summer 2015,UHF34,309310,3,Union Square-Lower Manhattan,10.8,25.0,18.1
Summer 2015,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,6.4,13.2,9.2
Summer 2015,UHF34,501502,3,Northern SI,5.1,9.3,7.1
Summer 2015,UHF34,503504,3,Southern SI,4.8,8.6,6.6
Summer 2015,UHF34,105106107,3,South Bronx,6.3,15.3,11.1
Summer 2015,Borough,1,1,Bronx,5.1,14.5,9.5
Summer 2015,Borough,2,1,Brooklyn,7.2,13.3,9.9
Summer 2015,Borough,3,1,Manhattan,10.3,28.2,18.3
Summer 2015,Borough,4,1,Queens,6.7,12.1,9.1
Summer 2015,Borough,5,1,Staten Island,4.9,8.8,6.7
Summer 2015,Citywide,1,0,New York City,5.8,13.9,9.5
Winter 2014-15,CD,101,6,Financial District (CD1),32.6,45.1,38.6
Winter 2014-15,CD,102,6,Greenwich Village and Soho (CD2),34.8,49.9,44.1
Winter 2014-15,CD,103,6,Lower East Side and Chinatown (CD3),28.0,47.7,37.3
Winter 2014-15,CD,104,6,Clinton and Chelsea (CD4),28.6,49.8,39.2
Winter 2014-15,CD,105,6,Midtown (CD5),42.8,55.1,49.2
Winter 2014-15,CD,106,6,Stuyvesant Town and Turtle Bay (CD6),32.6,54.2,44.9
Winter 2014-15,CD,107,6,Upper West Side (CD7),31.1,46.0,38.2
Winter 2014-15,CD,108,6,Upper East Side (CD8),28.9,52.9,42.6
Winter 2014-15,CD,109,6,Morningside Heights and Hamilton Heights (CD9),25.5,32.7,28.9
Winter 2014-15,CD,110,6,Central Harlem (CD10),26.1,30.4,28.5
Winter 2014-15,CD,111,6,East Harlem (CD11),26.6,34.4,30.4
Winter 2014-15,CD,112,6,Washington Heights and Inwood (CD12),20.9,34.0,27.2
Winter 2014-15,CD,201,6,Mott Haven and Melrose (CD1),23.8,29.9,26.5
Winter 2014-15,CD,202,6,Hunts Point and Longwood (CD2),20.1,30.9,25.0
Winter 2014-15,CD,203,6,Morrisania and Crotona (CD3),22.8,27.8,25.3
Winter 2014-15,CD,204,6,Highbridge and Concourse (CD4),25.1,31.0,28.3
Winter 2014-15,CD,205,6,Fordham and University Heights (CD5),26.0,32.5,29.4
Winter 2014-15,CD,206,6,Belmont and East Tremont (CD6),23.5,30.6,26.6
Winter 2014-15,CD,207,6,Kingsbridge Heights and Bedford (CD7),23.6,29.8,26.8
Winter 2014-15,CD,208,6,Riverdale and Fieldston (CD8),17.6,27.7,21.3
Winter 2014-15,CD,209,6,Parkchester and Soundview (CD9),19.9,31.4,25.3
Winter 2014-15,CD,210,6,Throgs Neck and Co-op City (CD10),20.5,31.0,24.8
Winter 2014-15,CD,211,6,Morris Park and Bronxdale (CD11),20.4,26.0,23.1
Winter 2014-15,CD,212,6,Williamsbridge and Baychester (CD12),19.7,25.8,22.5
Winter 2014-15,CD,301,6,Greenpoint and Williamsburg (CD1),25.0,33.9,28.8
Winter 2014-15,CD,302,6,Fort Greene and Brooklyn Heights (CD2),27.1,37.5,31.9
Winter 2014-15,CD,303,6,Bedford Stuyvesant (CD3),26.2,30.6,28.0
Winter 2014-15,CD,304,6,Bushwick (CD4),25.4,29.1,27.4
Winter 2014-15,CD,305,6,East New York and Starrett City (CD5),23.2,30.8,26.6
Winter 2014-15,CD,306,6,Park Slope and Carroll Gardens (CD6),23.8,33.1,28.6
Winter 2014-15,CD,307,6,Sunset Park (CD7),22.5,32.5,27.4
Winter 2014-15,CD,308,6,Crown Heights and Prospect Heights (CD8),27.4,31.9,29.4
Winter 2014-15,CD,309,6,South Crown Heights and Lefferts Gardens (CD9),26.4,31.4,29.1
Winter 2014-15,CD,310,6,Bay Ridge and Dyker Heights (CD10),22.2,31.0,25.9
Winter 2014-15,CD,311,6,Bensonhurst (CD11),23.4,27.0,25.2
Winter 2014-15,CD,312,6,Borough Park (CD12),24.3,28.2,26.0
Winter 2014-15,CD,313,6,Coney Island (CD13),21.2,26.0,23.3
Winter 2014-15,CD,314,6,Flatbush and Midwood (CD14),25.4,31.7,28.1
Winter 2014-15,CD,315,6,Sheepshead Bay (CD15),22.4,27.6,24.8
Winter 2014-15,CD,316,6,Brownsville (CD16),25.1,29.2,27.2
Winter 2014-15,CD,317,6,East Flatbush (CD17),24.2,31.5,27.7
Winter 2014-15,CD,318,6,Flatlands and Canarsie (CD18),22.5,27.1,24.5
Winter 2014-15,CD,401,6,Long Island City and Astoria (CD1),20.2,28.6,24.7
Winter 2014-15,CD,402,6,Woodside and Sunnyside (CD2),24.7,30.8,27.9
Winter 2014-15,CD,403,6,Jackson Heights (CD3),22.5,29.3,25.5
Winter 2014-15,CD,404,6,Elmhurst and Corona (CD4),24.4,31.1,27.6
Winter 2014-15,CD,405,6,Ridgewood and Maspeth (CD5),23.1,29.2,25.9
Winter 2014-15,CD,406,6,Rego Park and Forest Hills (CD6),24.4,32.2,28.2
Winter 2014-15,CD,407,6,Flushing and Whitestone (CD7),21.2,28.6,24.0
Winter 2014-15,CD,408,6,Hillcrest and Fresh Meadows (CD8),22.7,28.5,25.3
Winter 2014-15,CD,409,6,Kew Gardens and Woodhaven (CD9),24.0,29.1,26.2
Winter 2014-15,CD,410,6,South Ozone Park and Howard Beach (CD10),22.8,28.0,24.9
Winter 2014-15,CD,411,6,Bayside and Little Neck (CD11),21.3,27.9,24.0
Winter 2014-15,CD,412,6,Jamaica and Hollis (CD12),22.7,27.7,24.6
Winter 2014-15,CD,413,6,Queens Village (CD13),21.9,24.9,23.2
Winter 2014-15,CD,414,6,Rockaway and Broad Channel (CD14),20.9,23.9,22.6
Winter 2014-15,CD,501,6,St. George and Stapleton (CD1),17.3,23.9,20.7
Winter 2014-15,CD,502,6,South Beach and Willowbrook (CD2),14.9,21.3,18.2
Winter 2014-15,CD,503,6,Tottenville and Great Kills (CD3),11.2,17.1,14.3
Winter 2014-15,UHF42,101,4,Kingsbridge - Riverdale,17.5,28.5,21.5
Winter 2014-15,UHF42,102,4,Northeast Bronx,20.2,28.0,23.2
Winter 2014-15,UHF42,103,4,Fordham - Bronx Pk,20.1,29.3,24.8
Winter 2014-15,UHF42,104,4,Pelham - Throgs Neck,20.3,30.1,24.5
Winter 2014-15,UHF42,105,4,Crotona -Tremont,23.8,31.9,27.6
Winter 2014-15,UHF42,106,4,High Bridge - Morrisania,24.4,30.4,27.5
Winter 2014-15,UHF42,107,4,Hunts Point - Mott Haven,20.1,30.0,25.0
Winter 2014-15,UHF42,201,4,Greenpoint,24.8,34.8,29.1
Winter 2014-15,UHF42,202,4,Downtown - Heights - Slope,24.6,36.4,30.3
Winter 2014-15,UHF42,203,4,Bedford Stuyvesant - Crown Heights,25.8,30.7,28.2
Winter 2014-15,UHF42,204,4,East New York,23.5,30.8,26.8
Winter 2014-15,UHF42,205,4,Sunset Park,22.4,32.5,26.9
Winter 2014-15,UHF42,206,4,Borough Park,24.5,28.6,26.4
Winter 2014-15,UHF42,207,4,East Flatbush - Flatbush,24.6,31.7,28.1
Winter 2014-15,UHF42,208,4,Canarsie - Flatlands,22.5,27.1,24.5
Winter 2014-15,UHF42,209,4,Bensonhurst - Bay Ridge,22.3,28.7,25.1
Winter 2014-15,UHF42,210,4,Coney Island - Sheepshead Bay,21.9,27.0,24.4
Winter 2014-15,UHF42,211,4,Williamsburg - Bushwick,26.1,29.3,27.6
Winter 2014-15,UHF42,301,4,Washington Heights,21.5,33.6,27.7
Winter 2014-15,UHF42,302,4,Central Harlem - Morningside Heights,25.8,30.3,28.3
Winter 2014-15,UHF42,303,4,East Harlem,26.5,34.6,30.7
Winter 2014-15,UHF42,304,4,Upper West Side,30.4,45.8,37.8
Winter 2014-15,UHF42,305,4,Upper East Side,28.8,52.9,42.5
Winter 2014-15,UHF42,306,4,Chelsea - Clinton,30.7,53.0,43.0
Winter 2014-15,UHF42,307,4,Gramercy Park - Murray Hill,38.4,55.3,47.7
Winter 2014-15,UHF42,308,4,Greenwich Village - SoHo,34.6,50.6,43.2
Winter 2014-15,UHF42,309,4,Union Square - Lower East Side,28.1,48.1,38.4
Winter 2014-15,UHF42,310,4,Lower Manhattan,32.3,41.9,37.3
Winter 2014-15,UHF42,401,4,Long Island City - Astoria,23.3,30.0,26.6
Winter 2014-15,UHF42,402,4,West Queens,23.5,30.3,26.8
Winter 2014-15,UHF42,403,4,Flushing - Clearview,21.2,28.1,23.9
Winter 2014-15,UHF42,404,4,Bayside - Little Neck,21.2,28.6,24.2
Winter 2014-15,UHF42,405,4,Ridgewood - Forest Hills,23.3,30.4,26.5
Winter 2014-15,UHF42,406,4,Fresh Meadows,22.2,28.4,25.0
Winter 2014-15,UHF42,407,4,Southwest Queens,23.1,28.5,25.4
Winter 2014-15,UHF42,408,4,Jamaica,22.7,27.9,24.8
Winter 2014-15,UHF42,409,4,Southeast Queens,21.9,24.9,23.2
Winter 2014-15,UHF42,410,4,Rockaways,21.3,23.9,22.7
Winter 2014-15,UHF42,501,4,Port Richmond,16.4,21.3,19.1
Winter 2014-15,UHF42,502,4,Stapleton - St. George,18.7,24.4,21.4
Winter 2014-15,UHF42,503,4,Willowbrook,14.7,22.2,17.9
Winter 2014-15,UHF42,504,4,South Beach - Tottenville,11.4,18.1,14.8
Winter 2014-15,UHF34,101,3,Kingsbridge - Riverdale,17.5,28.5,21.5
Winter 2014-15,UHF34,102,3,Northeast Bronx,20.2,28.0,23.2
Winter 2014-15,UHF34,103,3,Fordham - Bronx Pk,20.1,29.3,24.8
Winter 2014-15,UHF34,104,3,Pelham - Throgs Neck,20.3,30.1,24.5
Winter 2014-15,UHF34,201,3,Greenpoint,24.8,34.8,29.1
Winter 2014-15,UHF34,202,3,Downtown - Heights - Slope,24.6,36.4,30.3
Winter 2014-15,UHF34,203,3,Bedford Stuyvesant - Crown Heights,25.8,30.7,28.2
Winter 2014-15,UHF34,204,3,East New York,23.5,30.8,26.8
Winter 2014-15,UHF34,205,3,Sunset Park,22.4,32.5,26.9
Winter 2014-15,UHF34,206,3,Borough Park,24.5,28.6,26.4
Winter 2014-15,UHF34,207,3,East Flatbush - Flatbush,24.6,31.7,28.1
Winter 2014-15,UHF34,208,3,Canarsie - Flatlands,22.5,27.1,24.5
Winter 2014-15,UHF34,209,3,Bensonhurst - Bay Ridge,22.3,28.7,25.1
Winter 2014-15,UHF34,210,3,Coney Island - Sheepshead Bay,21.9,27.0,24.4
Winter 2014-15,UHF34,211,3,Williamsburg - Bushwick,26.1,29.3,27.6
Winter 2014-15,UHF34,301,3,Washington Heights,21.5,33.6,27.7
Winter 2014-15,UHF34,302,3,Central Harlem - Morningside Heights,25.8,30.3,28.3
Winter 2014-15,UHF34,303,3,East Harlem,26.5,34.6,30.7
Winter 2014-15,UHF34,304,3,Upper West Side,30.4,45.8,37.8
Winter 2014-15,UHF34,401,3,Long Island City - Astoria,23.3,30.0,26.6
Winter 2014-15,UHF34,402,3,West Queens,23.5,30.3,26.8
Winter 2014-15,UHF34,403,3,Flushing - Clearview,21.2,28.1,23.9
Winter 2014-15,UHF34,405,3,Ridgewood - Forest Hills,23.3,30.4,26.5
Winter 2014-15,UHF34,407,3,Southwest Queens,23.1,28.5,25.4
Winter 2014-15,UHF34,408,3,Jamaica,22.7,27.9,24.8
Winter 2014-15,UHF34,409,3,Southeast Queens,21.9,24.9,23.2
Winter 2014-15,UHF34,410,3,Rockaways,21.3,23.9,22.7
Winter 2014-15,UHF34,305307,3,Upper East Side-Gramercy,33.2,54.1,44.9
Winter 2014-15,UHF34,306308,3,Chelsea-Village  ,32.1,52.5,43.1
Winter 2014-15,UHF34,309310,3,Union Square-Lower Manhattan,28.7,47.4,38.0
Winter 2014-15,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,21.4,28.5,24.6
Winter 2014-15,UHF34,501502,3,Northern SI,17.5,23.6,20.6
Winter 2014-15,UHF34,503504,3,Southern SI,12.0,19.4,15.9
Winter 2014-15,UHF34,105106107,3,South Bronx,21.4,30.8,26.5
Winter 2014-15,Borough,1,1,Bronx,20.0,30.1,24.7
Winter 2014-15,Borough,2,1,Brooklyn,22.9,31.0,26.8
Winter 2014-15,Borough,3,1,Manhattan,26.2,49.8,36.9
Winter 2014-15,Borough,4,1,Queens,21.9,28.8,24.8
Winter 2014-15,Borough,5,1,Staten Island,12.7,22.0,17.3
